x,y(x),y'(x)
4.6500000000e-01,8.6771658197e-01,1.9235437755e+00
4.6600000000e-01,8.6964012574e-01,1.9239776352e+00
4.6700000000e-01,8.7156410338e-01,1.9244129080e+00
4.6800000000e-01,8.7348851629e-01,1.9248495957e+00
4.6900000000e-01,8.7541336588e-01,1.9252876998e+00
4.7000000000e-01,8.7733865358e-01,1.9257272221e+00
4.7100000000e-01,8.7926438080e-01,1.9261681642e+00
4.7200000000e-01,8.8119054897e-01,1.9266105276e+00
4.7300000000e-01,8.8311715949e-01,1.9270543141e+00
4.7400000000e-01,8.8504421381e-01,1.9274995252e+00
4.7500000000e-01,8.8697171333e-01,1.9279461626e+00
4.7600000000e-01,8.8889965950e-01,1.9283942279e+00
4.7700000000e-01,8.9082805372e-01,1.9288437228e+00
4.7800000000e-01,8.9275689745e-01,1.9292946488e+00
4.7900000000e-01,8.9468619210e-01,1.9297470077e+00
4.8000000000e-01,8.9661593910e-01,1.9302008010e+00
4.8100000000e-01,8.9854613990e-01,1.9306560304e+00
4.8200000000e-01,9.0047679594e-01,1.9311126975e+00
4.8300000000e-01,9.0240790863e-01,1.9315708039e+00
4.8400000000e-01,9.0433947944e-01,1.9320303512e+00
4.8500000000e-01,9.0627150979e-01,1.9324913411e+00
4.8600000000e-01,9.0820400113e-01,1.9329537752e+00
4.8700000000e-01,9.1013695490e-01,1.9334176552e+00
4.8800000000e-01,9.1207037256e-01,1.9338829825e+00
4.8900000000e-01,9.1400425554e-01,1.9343497589e+00
4.9000000000e-01,9.1593860530e-01,1.9348179860e+00
4.9100000000e-01,9.1787342329e-01,1.9352876653e+00
4.9200000000e-01,9.1980871095e-01,1.9357587986e+00
4.9300000000e-01,9.2174446975e-01,1.9362313874e+00
4.9400000000e-01,9.2368070114e-01,1.9367054334e+00
4.9500000000e-01,9.2561740657e-01,1.9371809381e+00
4.9600000000e-01,9.2755458751e-01,1.9376579031e+00
4.9700000000e-01,9.2949224541e-01,1.9381363302e+00
4.9800000000e-01,9.3143038174e-01,1.9386162209e+00
4.9900000000e-01,9.3336899796e-01,1.9390975767e+00
5.0000000000e-01,9.3530809554e-01,1.9395803994e+00
5.0100000000e-01,9.3724767594e-01,1.9400646906e+00
5.0200000000e-01,9.3918774063e-01,1.9405504518e+00
5.0300000000e-01,9.4112829108e-01,1.9410376846e+00
5.0400000000e-01,9.4306932877e-01,1.9415263907e+00
5.0500000000e-01,9.4501085516e-01,1.9420165717e+00
5.0600000000e-01,9.4695287173e-01,1.9425082291e+00
5.0700000000e-01,9.4889537996e-01,1.9430013646e+00
5.0800000000e-01,9.5083838132e-01,1.9434959799e+00
5.0900000000e-01,9.5278187730e-01,1.9439920764e+00
5.1000000000e-01,9.5472586938e-01,1.9444896558e+00
5.1100000000e-01,9.5667035904e-01,1.9449887197e+00
5.1200000000e-01,9.5861534775e-01,1.9454892697e+00
5.1300000000e-01,9.6056083702e-01,1.9459913074e+00
5.1400000000e-01,9.6250682833e-01,1.9464948344e+00
5.1500000000e-01,9.6445332317e-01,1.9469998524e+00
5.1600000000e-01,9.6640032302e-01,1.9475063628e+00
5.1700000000e-01,9.6834782938e-01,1.9480143674e+00
5.1800000000e-01,9.7029584375e-01,1.9485238676e+00
5.1900000000e-01,9.7224436762e-01,1.9490348652e+00
5.2000000000e-01,9.7419340248e-01,1.9495473616e+00
5.2100000000e-01,9.7614294984e-01,1.9500613586e+00
5.2200000000e-01,9.7809301120e-01,1.9505768576e+00
5.2300000000e-01,9.8004358806e-01,1.9510938604e+00
5.2400000000e-01,9.8199468192e-01,1.9516123684e+00
5.2500000000e-01,9.8394629429e-01,1.9521323833e+00
5.2600000000e-01,9.8589842667e-01,1.9526539066e+00
5.2700000000e-01,9.8785108058e-01,1.9531769401e+00
5.2800000000e-01,9.8980425752e-01,1.9537014851e+00
5.2900000000e-01,9.9175795900e-01,1.9542275435e+00
5.3000000000e-01,9.9371218655e-01,1.9547551166e+00
5.3100000000e-01,9.9566694166e-01,1.9552842062e+00
5.3200000000e-01,9.9762222587e-01,1.9558148138e+00
5.3300000000e-01,9.9957804068e-01,1.9563469411e+00
5.3400000000e-01,1.0015343876e+00,1.9568805895e+00
5.3500000000e-01,1.0034912682e+00,1.9574157607e+00
5.3600000000e-01,1.0054486840e+00,1.9579524562e+00
5.3700000000e-01,1.0074066364e+00,1.9584906777e+00
5.3800000000e-01,1.0093651271e+00,1.9590304268e+00
5.3900000000e-01,1.0113241575e+00,1.9595717050e+00
5.4000000000e-01,1.0132837292e+00,1.9601145139e+00
5.4100000000e-01,1.0152438438e+00,1.9606588551e+00
5.4200000000e-01,1.0172045026e+00,1.9612047302e+00
5.4300000000e-01,1.0191657073e+00,1.9617521407e+00
5.4400000000e-01,1.0211274595e+00,1.9623010883e+00
5.4500000000e-01,1.0230897606e+00,1.9628515745e+00
5.4600000000e-01,1.0250526121e+00,1.9634036010e+00
5.4700000000e-01,1.0270160157e+00,1.9639571692e+00
5.4800000000e-01,1.0289799729e+00,1.9645122808e+00
5.4900000000e-01,1.0309444852e+00,1.9650689374e+00
5.5000000000e-01,1.0329095541e+00,1.9656271404e+00
5.5100000000e-01,1.0348751813e+00,1.9661868916e+00
5.5200000000e-01,1.0368413682e+00,1.9667481925e+00
5.5300000000e-01,1.0388081164e+00,1.9673110447e+00
5.5400000000e-01,1.0407754274e+00,1.9678754497e+00
5.5500000000e-01,1.0427433029e+00,1.9684414091e+00
5.5600000000e-01,1.0447117443e+00,1.9690089246e+00
5.5700000000e-01,1.0466807532e+00,1.9695779976e+00
5.5800000000e-01,1.0486503312e+00,1.9701486297e+00
5.5900000000e-01,1.0506204798e+00,1.9707208226e+00
5.6000000000e-01,1.0525912006e+00,1.9712945778e+00
5.6100000000e-01,1.0545624952e+00,1.9718698969e+00
5.6200000000e-01,1.0565343651e+00,1.9724467814e+00
5.6300000000e-01,1.0585068119e+00,1.9730252330e+00
5.6400000000e-01,1.0604798371e+00,1.9736052531e+00
5.6500000000e-01,1.0624534424e+00,1.9741868434e+00
5.6600000000e-01,1.0644276292e+00,1.9747700055e+00
5.6700000000e-01,1.0664023992e+00,1.9753547409e+00
5.6800000000e-01,1.0683777540e+00,1.9759410511e+00
5.6900000000e-01,1.0703536950e+00,1.9765289378e+00
5.7000000000e-01,1.0723302240e+00,1.9771184026e+00
5.7100000000e-01,1.0743073424e+00,1.9777094469e+00
5.7200000000e-01,1.0762850518e+00,1.9783020724e+00
5.7300000000e-01,1.0782633539e+00,1.9788962806e+00
5.7400000000e-01,1.0802422502e+00,1.9794920732e+00
5.7500000000e-01,1.0822217422e+00,1.9800894516e+00
5.7600000000e-01,1.0842018317e+00,1.9806884174e+00
5.7700000000e-01,1.0861825201e+00,1.9812889723e+00
5.7800000000e-01,1.0881638091e+00,1.9818911177e+00
5.7900000000e-01,1.0901457002e+00,1.9824948553e+00
5.8000000000e-01,1.0921281950e+00,1.9831001865e+00
5.8100000000e-01,1.0941112952e+00,1.9837071131e+00
5.8200000000e-01,1.0960950023e+00,1.9843156365e+00
5.8300000000e-01,1.0980793180e+00,1.9849257583e+00
5.8400000000e-01,1.1000642437e+00,1.9855374800e+00
5.8500000000e-01,1.1020497812e+00,1.9861508033e+00
5.8600000000e-01,1.1040359320e+00,1.9867657297e+00
5.8700000000e-01,1.1060226978e+00,1.9873822608e+00
5.8800000000e-01,1.1080100800e+00,1.9880003980e+00
5.8900000000e-01,1.1099980804e+00,1.9886201431e+00
5.9000000000e-01,1.1119867006e+00,1.9892414975e+00
5.9100000000e-01,1.1139759421e+00,1.9898644629e+00
5.9200000000e-01,1.1159658065e+00,1.9904890407e+00
5.9300000000e-01,1.1179562956e+00,1.9911152325e+00
5.9400000000e-01,1.1199474108e+00,1.9917430400e+00
5.9500000000e-01,1.1219391538e+00,1.9923724646e+00
5.9600000000e-01,1.1239315263e+00,1.9930035079e+00
5.9700000000e-01,1.1259245298e+00,1.9936361715e+00
5.9800000000e-01,1.1279181660e+00,1.9942704570e+00
5.9900000000e-01,1.1299124364e+00,1.9949063658e+00
6.0000000000e-01,1.1319073428e+00,1.9955438996e+00
6.0100000000e-01,1.1339028867e+00,1.9961830600e+00
6.0200000000e-01,1.1358990698e+00,1.9968238484e+00
6.0300000000e-01,1.1378958936e+00,1.9974662665e+00
6.0400000000e-01,1.1398933599e+00,1.9981103157e+00
6.0500000000e-01,1.1418914702e+00,1.9987559977e+00
6.0600000000e-01,1.1438902262e+00,1.9994033141e+00
6.0700000000e-01,1.1458896295e+00,2.0000522663e+00
6.0800000000e-01,1.1478896818e+00,2.0007028559e+00
6.0900000000e-01,1.1498903846e+00,2.0013550845e+00
6.1000000000e-01,1.1518917397e+00,2.0020089537e+00
6.1100000000e-01,1.1538937487e+00,2.0026644650e+00
6.1200000000e-01,1.1558964131e+00,2.0033216199e+00
6.1300000000e-01,1.1578997347e+00,2.0039804200e+00
6.1400000000e-01,1.1599037152e+00,2.0046408669e+00
6.1500000000e-01,1.1619083560e+00,2.0053029621e+00
6.1600000000e-01,1.1639136590e+00,2.0059667073e+00
6.1700000000e-01,1.1659196257e+00,2.0066321038e+00
6.1800000000e-01,1.1679262578e+00,2.0072991533e+00
6.1900000000e-01,1.1699335570e+00,2.0079678574e+00
6.2000000000e-01,1.1719415248e+00,2.0086382176e+00
6.2100000000e-01,1.1739501630e+00,2.0093102355e+00
6.2200000000e-01,1.1759594733e+00,2.0099839125e+00
6.2300000000e-01,1.1779694572e+00,2.0106592503e+00
6.2400000000e-01,1.1799801164e+00,2.0113362505e+00
6.2500000000e-01,1.1819914527e+00,2.0120149145e+00
6.2600000000e-01,1.1840034676e+00,2.0126952439e+00
6.2700000000e-01,1.1860161628e+00,2.0133772403e+00
6.2800000000e-01,1.1880295401e+00,2.0140609052e+00
6.2900000000e-01,1.1900436010e+00,2.0147462402e+00
6.3000000000e-01,1.1920583472e+00,2.0154332469e+00
6.3100000000e-01,1.1940737805e+00,2.0161219267e+00
6.3200000000e-01,1.1960899024e+00,2.0168122813e+00
6.3300000000e-01,1.1981067147e+00,2.0175043122e+00
6.3400000000e-01,1.2001242190e+00,2.0181980209e+00
6.3500000000e-01,1.2021424170e+00,2.0188934091e+00
6.3600000000e-01,1.2041613104e+00,2.0195904781e+00
6.3700000000e-01,1.2061809009e+00,2.0202892297e+00
6.3800000000e-01,1.2082011901e+00,2.0209896653e+00
6.3900000000e-01,1.2102221798e+00,2.0216917866e+00
6.4000000000e-01,1.2122438716e+00,2.0223955949e+00
6.4100000000e-01,1.2142662672e+00,2.0231010920e+00
6.4200000000e-01,1.2162893683e+00,2.0238082794e+00
6.4300000000e-01,1.2183131765e+00,2.0245171585e+00
6.4400000000e-01,1.2203376937e+00,2.0252277310e+00
6.4500000000e-01,1.2223629214e+00,2.0259399985e+00
6.4600000000e-01,1.2243888614e+00,2.0266539623e+00
6.4700000000e-01,1.2264155154e+00,2.0273696242e+00
6.4800000000e-01,1.2284428850e+00,2.0280869857e+00
6.4900000000e-01,1.2304709720e+00,2.0288060482e+00
6.5000000000e-01,1.2324997781e+00,2.0295268134e+00
6.5100000000e-01,1.2345293049e+00,2.0302492829e+00
6.5200000000e-01,1.2365595542e+00,2.0309734580e+00
6.5300000000e-01,1.2385905276e+00,2.0316993405e+00
6.5400000000e-01,1.2406222269e+00,2.0324269319e+00
6.5500000000e-01,1.2426546539e+00,2.0331562336e+00
6.5600000000e-01,1.2446878101e+00,2.0338872473e+00
6.5700000000e-01,1.2467216974e+00,2.0346199746e+00
6.5800000000e-01,1.2487563173e+00,2.0353544168e+00
6.5900000000e-01,1.2507916718e+00,2.0360905757e+00
6.6000000000e-01,1.2528277623e+00,2.0368284527e+00
6.6100000000e-01,1.2548645908e+00,2.0375680495e+00
6.6200000000e-01,1.2569021588e+00,2.0383093675e+00
6.6300000000e-01,1.2589404682e+00,2.0390524082e+00
6.6400000000e-01,1.2609795206e+00,2.0397971734e+00
6.6500000000e-01,1.2630193178e+00,2.0405436644e+00
6.6600000000e-01,1.2650598614e+00,2.0412918829e+00
6.6700000000e-01,1.2671011533e+00,2.0420418304e+00
6.6800000000e-01,1.2691431952e+00,2.0427935084e+00
6.6900000000e-01,1.2711859887e+00,2.0435469185e+00
6.7000000000e-01,1.2732295356e+00,2.0443020622e+00
6.7100000000e-01,1.2752738376e+00,2.0450589412e+00
6.7200000000e-01,1.2773188966e+00,2.0458175569e+00
6.7300000000e-01,1.2793647141e+00,2.0465779108e+00
6.7400000000e-01,1.2814112921e+00,2.0473400046e+00
6.7500000000e-01,1.2834586321e+00,2.0481038398e+00
6.7600000000e-01,1.2855067359e+00,2.0488694179e+00
6.7700000000e-01,1.2875556053e+00,2.0496367405e+00
6.7800000000e-01,1.2896052421e+00,2.0504058092e+00
6.7900000000e-01,1.2916556479e+00,2.0511766254e+00
6.8000000000e-01,1.2937068245e+00,2.0519491907e+00
6.8100000000e-01,1.2957587737e+00,2.0527235067e+00
6.8200000000e-01,1.2978114972e+00,2.0534995749e+00
6.8300000000e-01,1.2998649968e+00,2.0542773969e+00
6.8400000000e-01,1.3019192742e+00,2.0550569742e+00
6.8500000000e-01,1.3039743311e+00,2.0558383084e+00
6.8600000000e-01,1.3060301694e+00,2.0566214010e+00
6.8700000000e-01,1.3080867908e+00,2.0574062536e+00
6.8800000000e-01,1.3101441971e+00,2.0581928677e+00
6.8900000000e-01,1.3122023900e+00,2.0589812448e+00
6.9000000000e-01,1.3142613712e+00,2.0597713866e+00
6.9100000000e-01,1.3163211426e+00,2.0605632945e+00
6.9200000000e-01,1.3183817059e+00,2.0613569701e+00
6.9300000000e-01,1.3204430629e+00,2.0621524149e+00
6.9400000000e-01,1.3225052153e+00,2.0629496306e+00
6.9500000000e-01,1.3245681649e+00,2.0637486186e+00
6.9600000000e-01,1.3266319135e+00,2.0645493806e+00
6.9700000000e-01,1.3286964629e+00,2.0653519180e+00
6.9800000000e-01,1.3307618148e+00,2.0661562323e+00
6.9900000000e-01,1.3328279711e+00,2.0669623253e+00
7.0000000000e-01,1.3348949334e+00,2.0677701983e+00
7.0100000000e-01,1.3369627036e+00,2.0685798530e+00
7.0200000000e-01,1.3390312834e+00,2.0693912908e+00
7.0300000000e-01,1.3411006747e+00,2.0702045135e+00
7.0400000000e-01,1.3431708792e+00,2.0710195224e+00
7.0500000000e-01,1.3452418988e+00,2.0718363191e+00
7.0600000000e-01,1.3473137351e+00,2.0726549053e+00
7.0700000000e-01,1.3493863900e+00,2.0734752824e+00
7.0800000000e-01,1.3514598653e+00,2.0742974520e+00
7.0900000000e-01,1.3535341627e+00,2.0751214156e+00
7.1000000000e-01,1.3556092841e+00,2.0759471748e+00
7.1100000000e-01,1.3576852313e+00,2.0767747312e+00
7.1200000000e-01,1.3597620060e+00,2.0776040862e+00
7.1300000000e-01,1.3618396101e+00,2.0784352415e+00
7.1400000000e-01,1.3639180454e+00,2.0792681986e+00
7.1500000000e-01,1.3659973136e+00,2.0801029590e+00
7.1600000000e-01,1.3680774165e+00,2.0809395244e+00
7.1700000000e-01,1.3701583561e+00,2.0817778961e+00
7.1800000000e-01,1.3722401339e+00,2.0826180759e+00
7.1900000000e-01,1.3743227520e+00,2.0834600652e+00
7.2000000000e-01,1.3764062121e+00,2.0843038656e+00
7.2100000000e-01,1.3784905160e+00,2.0851494786e+00
7.2200000000e-01,1.3805756654e+00,2.0859969059e+00
7.2300000000e-01,1.3826616623e+00,2.0868461489e+00
7.2400000000e-01,1.3847485085e+00,2.0876972092e+00
7.2500000000e-01,1.3868362057e+00,2.0885500883e+00
7.2600000000e-01,1.3889247558e+00,2.0894047879e+00
7.2700000000e-01,1.3910141606e+00,2.0902613094e+00
7.2800000000e-01,1.3931044219e+00,2.0911196544e+00
7.2900000000e-01,1.3951955415e+00,2.0919798245e+00
7.3000000000e-01,1.3972875214e+00,2.0928418212e+00
7.3100000000e-01,1.3993803632e+00,2.0937056461e+00
7.3200000000e-01,1.4014740688e+00,2.0945713006e+00
7.3300000000e-01,1.4035686401e+00,2.0954387865e+00
7.3400000000e-01,1.4056640789e+00,2.0963081051e+00
7.3500000000e-01,1.4077603870e+00,2.0971792582e+00
7.3600000000e-01,1.4098575663e+00,2.0980522472e+00
7.3700000000e-01,1.4119556185e+00,2.0989270736e+00
7.3800000000e-01,1.4140545456e+00,2.0998037391e+00
7.3900000000e-01,1.4161543493e+00,2.1006822452e+00
7.4000000000e-01,1.4182550316e+00,2.1015625934e+00
7.4100000000e-01,1.4203565942e+00,2.1024447854e+00
7.4200000000e-01,1.4224590390e+00,2.1033288225e+00
7.4300000000e-01,1.4245623678e+00,2.1042147065e+00
7.4400000000e-01,1.4266665825e+00,2.1051024389e+00
7.4500000000e-01,1.4287716849e+00,2.1059920211e+00
7.4600000000e-01,1.4308776770e+00,2.1068834549e+00
7.4700000000e-01,1.4329845604e+00,2.1077767417e+00
7.4800000000e-01,1.4350923371e+00,2.1086718830e+00
7.4900000000e-01,1.4372010090e+00,2.1095688805e+00
7.5000000000e-01,1.4393105779e+00,2.1104677357e+00
7.5100000000e-01,1.4414210456e+00,2.1113684501e+00
7.5200000000e-01,1.4435324141e+00,2.1122710254e+00
7.5300000000e-01,1.4456446851e+00,2.1131754630e+00
7.5400000000e-01,1.4477578606e+00,2.1140817645e+00
7.5500000000e-01,1.4498719424e+00,2.1149899315e+00
7.5600000000e-01,1.4519869323e+00,2.1158999656e+00
7.5700000000e-01,1.4541028322e+00,2.1168118682e+00
7.5800000000e-01,1.4562196441e+00,2.1177256410e+00
7.5900000000e-01,1.4583373698e+00,2.1186412855e+00
7.6000000000e-01,1.4604560110e+00,2.1195588033e+00
7.6100000000e-01,1.4625755698e+00,2.1204781958e+00
7.6200000000e-01,1.4646960480e+00,2.1213994648e+00
7.6300000000e-01,1.4668174475e+00,2.1223226117e+00
7.6400000000e-01,1.4689397701e+00,2.1232476382e+00
7.6500000000e-01,1.4710630178e+00,2.1241745456e+00
7.6600000000e-01,1.4731871923e+00,2.1251033357e+00
7.6700000000e-01,1.4753122956e+00,2.1260340100e+00
7.6800000000e-01,1.4774383296e+00,2.1269665701e+00
7.6900000000e-01,1.4795652962e+00,2.1279010174e+00
7.7000000000e-01,1.4816931972e+00,2.1288373536e+00
7.7100000000e-01,1.4838220346e+00,2.1297755802e+00
7.7200000000e-01,1.4859518102e+00,2.1307156988e+00
7.7300000000e-01,1.4880825259e+00,2.1316577109e+00
7.7400000000e-01,1.4902141836e+00,2.1326016182e+00
7.7500000000e-01,1.4923467852e+00,2.1335474221e+00
7.7600000000e-01,1.4944803326e+00,2.1344951243e+00
7.7700000000e-01,1.4966148277e+00,2.1354447263e+00
7.7800000000e-01,1.4987502725e+00,2.1363962296e+00
7.7900000000e-01,1.5008866687e+00,2.1373496358e+00
7.8000000000e-01,1.5030240183e+00,2.1383049465e+00
7.8100000000e-01,1.5051623233e+00,2.1392621633e+00
7.8200000000e-01,1.5073015854e+00,2.1402212877e+00
7.8300000000e-01,1.5094418067e+00,2.1411823213e+00
7.8400000000e-01,1.5115829891e+00,2.1421452656e+00
7.8500000000e-01,1.5137251343e+00,2.1431101222e+00
7.8600000000e-01,1.5158682444e+00,2.1440768927e+00
7.8700000000e-01,1.5180123213e+00,2.1450455786e+00
7.8800000000e-01,1.5201573669e+00,2.1460161816e+00
7.8900000000e-01,1.5223033831e+00,2.1469887031e+00
7.9000000000e-01,1.5244503718e+00,2.1479631447e+00
7.9100000000e-01,1.5265983349e+00,2.1489395081e+00
7.9200000000e-01,1.5287472745e+00,2.1499177947e+00
7.9300000000e-01,1.5308971922e+00,2.1508980062e+00
7.9400000000e-01,1.5330480903e+00,2.1518801440e+00
7.9500000000e-01,1.5351999704e+00,2.1528642099e+00
7.9600000000e-01,1.5373528346e+00,2.1538502053e+00
7.9700000000e-01,1.5395066848e+00,2.1548381318e+00
7.9800000000e-01,1.5416615229e+00,2.1558279910e+00
7.9900000000e-01,1.5438173509e+00,2.1568197844e+00
8.0000000000e-01,1.5459741707e+00,2.1578135137e+00
8.0100000000e-01,1.5481319842e+00,2.1588091804e+00
8.0200000000e-01,1.5502907934e+00,2.1598067860e+00
8.0300000000e-01,1.5524506002e+00,2.1608063321e+00
8.0400000000e-01,1.5546114065e+00,2.1618078204e+00
8.0500000000e-01,1.5567732144e+00,2.1628112524e+00
8.0600000000e-01,1.5589360256e+00,2.1638166296e+00
8.0700000000e-01,1.5610998422e+00,2.1648239536e+00
8.0800000000e-01,1.5632646662e+00,2.1658332260e+00
8.0900000000e-01,1.5654304994e+00,2.1668444484e+00
8.1000000000e-01,1.5675973439e+00,2.1678576223e+00
8.1100000000e-01,1.5697652015e+00,2.1688727493e+00
8.1200000000e-01,1.5719340742e+00,2.1698898311e+00
8.1300000000e-01,1.5741039641e+00,2.1709088691e+00
8.1400000000e-01,1.5762748729e+00,2.1719298649e+00
8.1500000000e-01,1.5784468028e+00,2.1729528202e+00
8.1600000000e-01,1.5806197556e+00,2.1739777364e+00
8.1700000000e-01,1.5827937334e+00,2.1750046152e+00
8.1800000000e-01,1.5849687380e+00,2.1760334582e+00
8.1900000000e-01,1.5871447714e+00,2.1770642669e+00
8.2000000000e-01,1.5893218357e+00,2.1780970429e+00
8.2100000000e-01,1.5914999327e+00,2.1791317877e+00
8.2200000000e-01,1.5936790645e+00,2.1801685030e+00
8.2300000000e-01,1.5958592330e+00,2.1812071904e+00
8.2400000000e-01,1.5980404402e+00,2.1822478513e+00
8.2500000000e-01,1.6002226881e+00,2.1832904875e+00
8.2600000000e-01,1.6024059786e+00,2.1843351004e+00
8.2700000000e-01,1.6045903137e+00,2.1853816917e+00
8.2800000000e-01,1.6067756953e+00,2.1864302629e+00
8.2900000000e-01,1.6089621256e+00,2.1874808156e+00
8.3000000000e-01,1.6111496064e+00,2.1885333514e+00
8.3100000000e-01,1.6133381398e+00,2.1895878719e+00
8.3200000000e-01,1.6155277277e+00,2.1906443787e+00
8.3300000000e-01,1.6177183720e+00,2.1917028733e+00
8.3400000000e-01,1.6199100749e+00,2.1927633573e+00
8.3500000000e-01,1.6221028383e+00,2.1938258323e+00
8.3600000000e-01,1.6242966641e+00,2.1948903000e+00
8.3700000000e-01,1.6264915544e+00,2.1959567618e+00
8.3800000000e-01,1.6286875112e+00,2.1970252194e+00
8.3900000000e-01,1.6308845364e+00,2.1980956743e+00
8.4000000000e-01,1.6330826320e+00,2.1991681281e+00
8.4100000000e-01,1.6352818002e+00,2.2002425825e+00
8.4200000000e-01,1.6374820428e+00,2.2013190390e+00
8.4300000000e-01,1.6396833618e+00,2.2023974992e+00
8.4400000000e-01,1.6418857593e+00,2.2034779646e+00
8.4500000000e-01,1.6440892373e+00,2.2045604370e+00
8.4600000000e-01,1.6462937977e+00,2.2056449177e+00
8.4700000000e-01,1.6484994426e+00,2.2067314086e+00
8.4800000000e-01,1.6507061740e+00,2.2078199111e+00
8.4900000000e-01,1.6529139939e+00,2.2089104268e+00
8.5000000000e-01,1.6551229044e+00,2.2100029573e+00
8.5100000000e-01,1.6573329073e+00,2.2110975042e+00
8.5200000000e-01,1.6595440048e+00,2.2121940691e+00
8.5300000000e-01,1.6617561989e+00,2.2132926537e+00
8.5400000000e-01,1.6639694915e+00,2.2143932594e+00
8.5500000000e-01,1.6661838848e+00,2.2154958879e+00
8.5600000000e-01,1.6683993807e+00,2.2166005407e+00
8.5700000000e-01,1.6706159812e+00,2.2177072195e+00
8.5800000000e-01,1.6728336885e+00,2.2188159259e+00
8.5900000000e-01,1.6750525044e+00,2.2199266614e+00
8.6000000000e-01,1.6772724310e+00,2.2210394277e+00
8.6100000000e-01,1.6794934705e+00,2.2221542263e+00
8.6200000000e-01,1.6817156247e+00,2.2232710589e+00
8.6300000000e-01,1.6839388958e+00,2.2243899270e+00
8.6400000000e-01,1.6861632857e+00,2.2255108322e+00
8.6500000000e-01,1.6883887965e+00,2.2266337762e+00
8.6600000000e-01,1.6906154303e+00,2.2277587605e+00
8.6700000000e-01,1.6928431891e+00,2.2288857867e+00
8.6800000000e-01,1.6950720748e+00,2.2300148565e+00
8.6900000000e-01,1.6973020897e+00,2.2311459714e+00
8.7000000000e-01,1.6995332357e+00,2.2322791330e+00
8.7100000000e-01,1.7017655148e+00,2.2334143429e+00
8.7200000000e-01,1.7039989291e+00,2.2345516028e+00
8.7300000000e-01,1.7062334807e+00,2.2356909142e+00
8.7400000000e-01,1.7084691717e+00,2.2368322788e+00
8.7500000000e-01,1.7107060039e+00,2.2379756981e+00
8.7600000000e-01,1.7129439796e+00,2.2391211737e+00
8.7700000000e-01,1.7151831008e+00,2.2402687072e+00
8.7800000000e-01,1.7174233695e+00,2.2414183004e+00
8.7900000000e-01,1.7196647878e+00,2.2425699546e+00
8.8000000000e-01,1.7219073578e+00,2.2437236717e+00
8.8100000000e-01,1.7241510814e+00,2.2448794531e+00
8.8200000000e-01,1.7263959609e+00,2.2460373004e+00
8.8300000000e-01,1.7286419982e+00,2.2471972154e+00
8.8400000000e-01,1.7308891954e+00,2.2483591995e+00
8.8500000000e-01,1.7331375546e+00,2.2495232545e+00
8.8600000000e-01,1.7353870779e+00,2.2506893818e+00
8.8700000000e-01,1.7376377672e+00,2.2518575832e+00
8.8800000000e-01,1.7398896248e+00,2.2530278601e+00
8.8900000000e-01,1.7421426527e+00,2.2542002144e+00
8.9000000000e-01,1.7443968529e+00,2.2553746474e+00
8.9100000000e-01,1.7466522276e+00,2.2565511609e+00
8.9200000000e-01,1.7489087787e+00,2.2577297565e+00
8.9300000000e-01,1.7511665085e+00,2.2589104358e+00
8.9400000000e-01,1.7534254189e+00,2.2600932004e+00
8.9500000000e-01,1.7556855121e+00,2.2612780518e+00
8.9600000000e-01,1.7579467902e+00,2.2624649918e+00
8.9700000000e-01,1.7602092551e+00,2.2636540220e+00
8.9800000000e-01,1.7624729092e+00,2.2648451439e+00
8.9900000000e-01,1.7647377543e+00,2.2660383591e+00
9.0000000000e-01,1.7670037927e+00,2.2672336694e+00
9.0100000000e-01,1.7692710263e+00,2.2684310763e+00
9.0200000000e-01,1.7715394574e+00,2.2696305813e+00
9.0300000000e-01,1.7738090880e+00,2.2708321863e+00
9.0400000000e-01,1.7760799202e+00,2.2720358927e+00
9.0500000000e-01,1.7783519561e+00,2.2732417021e+00
9.0600000000e-01,1.7806251978e+00,2.2744496163e+00
9.0700000000e-01,1.7828996474e+00,2.2756596368e+00
9.0800000000e-01,1.7851753070e+00,2.2768717652e+00
9.0900000000e-01,1.7874521788e+00,2.2780860032e+00
9.1000000000e-01,1.7897302648e+00,2.2793023524e+00
9.1100000000e-01,1.7920095672e+00,2.2805208144e+00
9.1200000000e-01,1.7942900880e+00,2.2817413908e+00
9.1300000000e-01,1.7965718294e+00,2.2829640833e+00
9.1400000000e-01,1.7988547934e+00,2.2841888935e+00
9.1500000000e-01,1.8011389823e+00,2.2854158230e+00
9.1600000000e-01,1.8034243982e+00,2.2866448734e+00
9.1700000000e-01,1.8057110430e+00,2.2878760464e+00
9.1800000000e-01,1.8079989191e+00,2.2891093436e+00
9.1900000000e-01,1.8102880284e+00,2.2903447666e+00
9.2000000000e-01,1.8125783732e+00,2.2915823170e+00
9.2100000000e-01,1.8148699555e+00,2.2928219966e+00
9.2200000000e-01,1.8171627775e+00,2.2940638068e+00
9.2300000000e-01,1.8194568413e+00,2.2953077494e+00
9.2400000000e-01,1.8217521491e+00,2.2965538259e+00
9.2500000000e-01,1.8240487029e+00,2.2978020381e+00
9.2600000000e-01,1.8263465049e+00,2.2990523875e+00
9.2700000000e-01,1.8286455573e+00,2.3003048757e+00
9.2800000000e-01,1.8309458622e+00,2.3015595045e+00
9.2900000000e-01,1.8332474217e+00,2.3028162754e+00
9.3000000000e-01,1.8355502380e+00,2.3040751901e+00
