ГРАФИЧЕСКИЙ АНАЛИЗ СИСТЕМЫ УРАВНЕНИЙ
x^2 + y^2 = 1
y = tg(x)
=====================================
ДАННЫЕ ДЛЯ ГРАФИКА:
x	circle_upper	circle_lower	tan
0.33600000	0.94186199	-0.94186199	0.34924269
0.34000000	0.94042544	-0.94042544	0.35373688
0.34400000	0.93896965	-0.93896965	0.35824380
0.34800000	0.93749453	-0.93749453	0.36276365
0.35200000	0.93600000	-0.93600000	0.36729665
0.35600000	0.93448595	-0.93448595	0.37184298
0.36000000	0.93295230	-0.93295230	0.37640285
0.36400000	0.93139895	-0.93139895	0.38097648
0.36800000	0.92982579	-0.92982579	0.38556407
0.37200000	0.92823273	-0.92823273	0.39016583
0.37600000	0.92661966	-0.92661966	0.39478197
0.38000000	0.92498649	-0.92498649	0.39941272
0.38400000	0.92333309	-0.92333309	0.40405829
0.38800000	0.92165937	-0.92165937	0.40871890
0.39200000	0.91996522	-0.91996522	0.41339477
0.39600000	0.91825051	-0.91825051	0.41808614
0.40000000	0.91651514	-0.91651514	0.42279322
0.40400000	0.91475898	-0.91475898	0.42751625
0.40800000	0.91298193	-0.91298193	0.43225546
0.41200000	0.91118385	-0.91118385	0.43701109
0.41600000	0.90936461	-0.90936461	0.44178337
0.42000000	0.90752410	-0.90752410	0.44657255
0.42400000	0.90566219	-0.90566219	0.45137887
0.42800000	0.90377873	-0.90377873	0.45620257
0.43200000	0.90187361	-0.90187361	0.46104392
0.43600000	0.89994667	-0.89994667	0.46590315
0.44000000	0.89799777	-0.89799777	0.47078053
0.44400000	0.89602679	-0.89602679	0.47567631
0.44800000	0.89403356	-0.89403356	0.48059076
0.45200000	0.89201794	-0.89201794	0.48552414
0.45600000	0.88997978	-0.88997978	0.49047672
0.46000000	0.88791892	-0.88791892	0.49544877
0.46400000	0.88583520	-0.88583520	0.50044057
0.46800000	0.88372847	-0.88372847	0.50545239
0.47200000	0.88159855	-0.88159855	0.51048452
0.47600000	0.87944528	-0.87944528	0.51553724
0.48000000	0.87726849	-0.87726849	0.52061084
0.48400000	0.87506800	-0.87506800	0.52570562
0.48800000	0.87284363	-0.87284363	0.53082188
0.49200000	0.87059520	-0.87059520	0.53595990
0.49600000	0.86832252	-0.86832252	0.54112000
0.50000000	0.86602540	-0.86602540	0.54630249
0.50400000	0.86370365	-0.86370365	0.55150768
0.50800000	0.86135707	-0.86135707	0.55673588
0.51200000	0.85898545	-0.85898545	0.56198742
0.51600000	0.85658858	-0.85658858	0.56726263
0.52000000	0.85416626	-0.85416626	0.57256183
0.52400000	0.85171826	-0.85171826	0.57788536
0.52800000	0.84924437	-0.84924437	0.58323356
0.53200000	0.84674435	-0.84674435	0.58860677
0.53600000	0.84421798	-0.84421798	0.59400534
0.54000000	0.84166502	-0.84166502	0.59942962
0.54400000	0.83908522	-0.83908522	0.60487998
0.54800000	0.83647833	-0.83647833	0.61035678
0.55200000	0.83384411	-0.83384411	0.61586039
0.55600000	0.83118229	-0.83118229	0.62139118
0.56000000	0.82849261	-0.82849261	0.62694954
0.56400000	0.82577479	-0.82577479	0.63253584
0.56800000	0.82302855	-0.82302855	0.63815048
0.57200000	0.82025362	-0.82025362	0.64379386
0.57600000	0.81744969	-0.81744969	0.64946638
0.58000000	0.81461647	-0.81461647	0.65516845
0.58400000	0.81175366	-0.81175366	0.66090048
0.58800000	0.80886093	-0.80886093	0.66666291
0.59200000	0.80593796	-0.80593796	0.67245614
0.59600000	0.80298443	-0.80298443	0.67828063
0.60000000	0.80000000	-0.80000000	0.68413681
0.60400000	0.79698432	-0.79698432	0.69002513
0.60800000	0.79393703	-0.79393703	0.69594604
0.61200000	0.79085776	-0.79085776	0.70190001
0.61600000	0.78774615	-0.78774615	0.70788751
0.62000000	0.78460181	-0.78460181	0.71390901
0.62400000	0.78142434	-0.78142434	0.71996500
0.62800000	0.77821334	-0.77821334	0.72605597
0.63200000	0.77496839	-0.77496839	0.73218242
0.63600000	0.77168906	-0.77168906	0.73834487
0.64000000	0.76837491	-0.76837491	0.74454382
0.64400000	0.76502549	-0.76502549	0.75077981
0.64800000	0.76164034	-0.76164034	0.75705336
0.65200000	0.75821897	-0.75821897	0.76336503
0.65600000	0.75476089	-0.75476089	0.76971536
0.66000000	0.75126560	-0.75126560	0.77610491
0.66400000	0.74773257	-0.74773257	0.78253426
0.66800000	0.74416127	-0.74416127	0.78900399
0.67200000	0.74055115	-0.74055115	0.79551468
0.67600000	0.73690162	-0.73690162	0.80206694
0.68000000	0.73321211	-0.73321211	0.80866138
0.68400000	0.72948201	-0.72948201	0.81529861
0.68800000	0.72571069	-0.72571069	0.82197928
0.69200000	0.72189750	-0.72189750	0.82870403
0.69600000	0.71804178	-0.71804178	0.83547351
0.70000000	0.71414284	-0.71414284	0.84228838
0.70400000	0.71019997	-0.71019997	0.84914933
0.70800000	0.70621243	-0.70621243	0.85605705
0.71200000	0.70217946	-0.70217946	0.86301224
0.71600000	0.69810028	-0.69810028	0.87001561
0.72000000	0.69397406	-0.69397406	0.87706790
0.72400000	0.68979997	-0.68979997	0.88416985
0.72800000	0.68557713	-0.68557713	0.89132220
0.73200000	0.68130463	-0.68130463	0.89852575
0.73600000	0.67698154	-0.67698154	0.90578126
0.74000000	0.67260687	-0.67260687	0.91308953
0.74400000	0.66817962	-0.66817962	0.92045139
0.74800000	0.66369873	-0.66369873	0.92786766
0.75200000	0.65916311	-0.65916311	0.93533918
0.75600000	0.65457162	-0.65457162	0.94286682
0.76000000	0.64992307	-0.64992307	0.95045146
0.76400000	0.64521624	-0.64521624	0.95809399
0.76800000	0.64044984	-0.64044984	0.96579532
0.77200000	0.63562253	-0.63562253	0.97355639
0.77600000	0.63073291	-0.63073291	0.98137814
0.78000000	0.62577951	-0.62577951	0.98926154
0.78400000	0.62076082	-0.62076082	0.99720758
0.78800000	0.61567524	-0.61567524	1.00521726
0.79200000	0.61052109	-0.61052109	1.01329162
0.79600000	0.60529662	-0.60529662	1.02143169
0.80000000	0.60000000	-0.60000000	1.02963856
0.80400000	0.59462930	-0.59462930	1.03791330
0.80800000	0.58918248	-0.58918248	1.04625704
0.81200000	0.58365743	-0.58365743	1.05467092
0.81600000	0.57805190	-0.57805190	1.06315608
0.82000000	0.57236352	-0.57236352	1.07171372
0.82400000	0.56658980	-0.56658980	1.08034505
0.82800000	0.56072810	-0.56072810	1.08905130
0.83200000	0.55477563	-0.55477563	1.09783374
0.83600000	0.54872944	-0.54872944	1.10669365
0.84000000	0.54258640	-0.54258640	1.11563235
0.84400000	0.53634317	-0.53634317	1.12465119
0.84800000	0.52999623	-0.52999623	1.13375153
0.85200000	0.52354178	-0.52354178	1.14293480
0.85600000	0.51697582	-0.51697582	1.15220242
0.86000000	0.51029403	-0.51029403	1.16155586
0.86400000	0.50349181	-0.50349181	1.17099662
0.86800000	0.49656420	-0.49656420	1.18052624
0.87200000	0.48950587	-0.48950587	1.19014629
0.87600000	0.48231110	-0.48231110	1.19985837
0.88000000	0.47497368	-0.47497368	1.20966412
0.88400000	0.46748690	-0.46748690	1.21956523
0.88800000	0.45984345	-0.45984345	1.22956342
0.89200000	0.45203540	-0.45203540	1.23966043
0.89600000	0.44405405	-0.44405405	1.24985809
0.90000000	0.43588989	-0.43588989	1.26015822
0.90400000	0.42753245	-0.42753245	1.27056271
0.90800000	0.41897017	-0.41897017	1.28107351
0.91200000	0.41019020	-0.41019020	1.29169258
0.91600000	0.40117826	-0.40117826	1.30242195
0.92000000	0.39191836	-0.39191836	1.31326370
0.92400000	0.38239247	-0.38239247	1.32421996
0.92800000	0.37258019	-0.37258019	1.33529290
0.93200000	0.36245827	-0.36245827	1.34648477
0.93600000	0.35200000	-0.35200000	1.35779785
0.94000000	0.34117444	-0.34117444	1.36923448
0.94400000	0.32994545	-0.32994545	1.38079708
0.94800000	0.31827033	-0.31827033	1.39248812
0.95200000	0.30609802	-0.30609802	1.40431012
0.95600000	0.29336666	-0.29336666	1.41626569
0.96000000	0.28000000	-0.28000000	1.42835749
0.96400000	0.26590224	-0.26590224	1.44058826
0.96800000	0.25095019	-0.25095019	1.45296080
0.97200000	0.23498085	-0.23498085	1.46547799
0.97600000	0.21777052	-0.21777052	1.47814280
0.98000000	0.19899749	-0.19899749	1.49095827
0.98400000	0.17816846	-0.17816846	1.50392751
0.98800000	0.15445388	-0.15445388	1.51705373
0.99200000	0.12623787	-0.12623787	1.53034024
0.99600000	0.08935323	-0.08935323	1.54379041
1.00000000	0.00000000	-0.00000000	1.55740772
1.00400000	nan	nan	1.57119577
1.00800000	nan	nan	1.58515822
1.01200000	nan	nan	1.59929886
1.01600000	nan	nan	1.61362159
1.02000000	nan	nan	1.62813041
1.02400000	nan	nan	1.64282945
1.02800000	nan	nan	1.65772296
1.03200000	nan	nan	1.67281529
1.03600000	nan	nan	1.68811097
1.04000000	nan	nan	1.70361461
1.04400000	nan	nan	1.71933101
1.04800000	nan	nan	1.73526507
1.05200000	nan	nan	1.75142188
1.05600000	nan	nan	1.76780667
1.06000000	nan	nan	1.78442483
1.06400000	nan	nan	1.80128193
1.06800000	nan	nan	1.81838371
1.07200000	nan	nan	1.83573609
1.07600000	nan	nan	1.85334520
1.08000000	nan	nan	1.87121734
1.08400000	nan	nan	1.88935904
1.08800000	nan	nan	1.90777704
1.09200000	nan	nan	1.92647831
1.09600000	nan	nan	1.94547003
1.10000000	nan	nan	1.96475966
1.10400000	nan	nan	1.98435488
1.10800000	nan	nan	2.00426367
1.11200000	nan	nan	2.02449426
1.11600000	nan	nan	2.04505518
1.12000000	nan	nan	2.06595526
1.12400000	nan	nan	2.08720365
1.12800000	nan	nan	2.10880983
1.13200000	nan	nan	2.13078362
1.13600000	nan	nan	2.15313520
1.14000000	nan	nan	2.17587513
1.14400000	nan	nan	2.19901438
1.14800000	nan	nan	2.22256431
1.15200000	nan	nan	2.24653672
1.15600000	nan	nan	2.27094389
1.16000000	nan	nan	2.29579854
1.16400000	nan	nan	2.32111392
1.16800000	nan	nan	2.34690378
1.17200000	nan	nan	2.37318244
1.17600000	nan	nan	2.39996480
1.18000000	nan	nan	2.42726636
1.18400000	nan	nan	2.45510327
1.18800000	nan	nan	2.48349234
1.19200000	nan	nan	2.51245111
1.19600000	nan	nan	2.54199785
1.20000000	nan	nan	2.57215162
1.20400000	nan	nan	2.60293233
1.20800000	nan	nan	2.63436075
1.21200000	nan	nan	2.66645858
1.21600000	nan	nan	2.69924849
1.22000000	nan	nan	2.73275420
1.22400000	nan	nan	2.76700051
1.22800000	nan	nan	2.80201339
1.23200000	nan	nan	2.83782002
1.23600000	nan	nan	2.87444889
1.24000000	nan	nan	2.91192986
1.24400000	nan	nan	2.95029427
1.24800000	nan	nan	2.98957498
1.25200000	nan	nan	3.02980653
1.25600000	nan	nan	3.07102520
1.26000000	nan	nan	3.11326913
1.26400000	nan	nan	3.15657848
1.26800000	nan	nan	3.20099549
1.27200000	nan	nan	3.24656469
1.27600000	nan	nan	3.29333301
1.28000000	nan	nan	3.34134998
1.28400000	nan	nan	3.39066788
1.28800000	nan	nan	3.44134194
1.29200000	nan	nan	3.49343057
1.29600000	nan	nan	3.54699559
1.30000000	nan	nan	3.60210245
1.30400000	nan	nan	3.65882054
1.30800000	nan	nan	3.71722346
1.31200000	nan	nan	3.77738938
1.31600000	nan	nan	3.83940137
1.32000000	nan	nan	3.90334779
1.32400000	nan	nan	3.96932273
1.32800000	nan	nan	4.03742649
1.33200000	nan	nan	4.10776608
1.33600000	nan	nan	4.18045580
1.34000000	nan	nan	4.25561789
1.34400000	nan	nan	4.33338320
1.34800000	nan	nan	4.41389197
1.35200000	nan	nan	4.49729471
1.35600000	nan	nan	4.58375312
1.36000000	nan	nan	4.67344120
1.36400000	nan	nan	4.76654640
1.36800000	nan	nan	4.86327094
1.37200000	nan	nan	4.96383334
1.37600000	nan	nan	5.06847006
1.38000000	nan	nan	5.17743739
1.38400000	nan	nan	5.29101356
1.38800000	nan	nan	5.40950117
1.39200000	nan	nan	5.53322988
1.39600000	nan	nan	5.66255955
1.40000000	nan	nan	5.79788372
1.40400000	nan	nan	5.93963369
1.40800000	nan	nan	6.08828317
1.41200000	nan	nan	6.24435358
1.41600000	nan	nan	6.40842022
1.42000000	nan	nan	6.58111946
1.42400000	nan	nan	6.76315700
1.42800000	nan	nan	6.95531765
1.43200000	nan	nan	7.15847665
1.43600000	nan	nan	7.37361315
1.44000000	nan	nan	7.60182606
1.44400000	nan	nan	7.84435298
1.44800000	nan	nan	8.10259275
1.45200000	nan	nan	8.37813261
1.45600000	nan	nan	8.67278102
1.46000000	nan	nan	8.98860760
1.46400000	nan	nan	9.32799205
1.46800000	nan	nan	9.69368445
1.47200000	nan	nan	10.08888024
1.47600000	nan	nan	10.51731422
1.48000000	nan	nan	10.98337931
1.48400000	nan	nan	11.49227823
1.48800000	nan	nan	12.05021909
1.49200000	nan	nan	12.66467059
1.49600000	nan	nan	13.34469909
1.50000000	nan	nan	14.10141995
1.50400000	nan	nan	14.94861103
1.50800000	nan	nan	15.90356070
1.51200000	nan	nan	16.98826190
1.51600000	nan	nan	18.23112933
1.52000000	nan	nan	19.66952782
1.52400000	nan	nan	21.35359752
1.52800000	nan	nan	23.35222417
1.53200000	nan	nan	25.76270266
1.53600000	nan	nan	28.72706589
1.54000000	nan	nan	32.46113891
1.54400000	nan	nan	37.30961518
1.54800000	nan	nan	43.85911725
1.55200000	nan	nan	53.19561853
1.55600000	nan	nan	67.57940911
1.56000000	nan	nan	92.62049632
1.56400000	nan	nan	147.13603884
1.56800000	nan	nan	357.61106153
1.57200000	nan	nan	-830.78987953
1.57600000	nan	nan	-192.17021025
1.58000000	nan	nan	-108.64920360
1.58400000	nan	nan	-75.73209905
1.58800000	nan	nan	-58.12138668
1.59200000	nan	nan	-47.15457178
1.59600000	nan	nan	-39.66835473
1.60000000	nan	nan	-34.23253274
1.60400000	nan	nan	-30.10608110
1.60800000	nan	nan	-26.86666397
1.61200000	nan	nan	-24.25594477
1.61600000	nan	nan	-22.10702610
1.62000000	nan	nan	-20.30728204
1.62400000	nan	nan	-18.77795682
1.62800000	nan	nan	-17.46232283
1.63200000	nan	nan	-16.31848231
1.63600000	nan	nan	-15.31481857
1.64000000	nan	nan	-14.42702477
1.64400000	nan	nan	-13.63610675
1.64800000	nan	nan	-12.92700679
1.65200000	nan	nan	-12.28763406
1.65600000	nan	nan	-11.70816823
1.66000000	nan	nan	-11.18055035
1.66400000	nan	nan	-10.69810498
1.66800000	nan	nan	-10.25525542
1.67200000	nan	nan	-9.84730666
1.67600000	nan	nan	-9.47027774
1.68000000	nan	nan	-9.12077094
1.68400000	nan	nan	-8.79586879
1.68800000	nan	nan	-8.49305208
1.69200000	nan	nan	-8.21013419
1.69600000	nan	nan	-7.94520788
1.70000000	nan	nan	-7.69660214
1.70400000	nan	nan	-7.46284665
1.70800000	nan	nan	-7.24264255
1.71200000	nan	nan	-7.03483817
1.71600000	nan	nan	-6.83840873
1.72000000	nan	nan	-6.65243934
1.72400000	nan	nan	-6.47611066
1.72800000	nan	nan	-6.30868676
1.73200000	nan	nan	-6.14950471
1.73600000	nan	nan	-5.99796583
1.74000000	nan	nan	-5.85352801
1.74400000	nan	nan	-5.71569925
1.74800000	nan	nan	-5.58403196
1.75200000	nan	nan	-5.45811807
1.75600000	nan	nan	-5.33758475
1.76000000	nan	nan	-5.22209073
1.76400000	nan	nan	-5.11132297
1.76800000	nan	nan	-5.00499384
1.77200000	nan	nan	-4.90283859
1.77600000	nan	nan	-4.80461310
1.78000000	nan	nan	-4.71009192
1.78400000	nan	nan	-4.61906652
1.78800000	nan	nan	-4.53134374
1.79200000	nan	nan	-4.44674438
1.79600000	nan	nan	-4.36510197
1.80000000	nan	nan	-4.28626167
1.80400000	nan	nan	-4.21007926
1.80800000	nan	nan	-4.13642024
1.81200000	nan	nan	-4.06515904
1.81600000	nan	nan	-3.99617827
1.82000000	nan	nan	-3.92936809
1.82400000	nan	nan	-3.86462560
1.82800000	nan	nan	-3.80185429
1.83200000	nan	nan	-3.74096357
1.83600000	nan	nan	-3.68186832
1.84000000	nan	nan	-3.62448845
1.84400000	nan	nan	-3.56874860
1.84800000	nan	nan	-3.51457774
1.85200000	nan	nan	-3.46190886
1.85600000	nan	nan	-3.41067876
1.86000000	nan	nan	-3.36082768
1.86400000	nan	nan	-3.31229915
1.86800000	nan	nan	-3.26503974
1.87200000	nan	nan	-3.21899886
1.87600000	nan	nan	-3.17412856
1.88000000	nan	nan	-3.13038337
1.88400000	nan	nan	-3.08772015
1.88800000	nan	nan	-3.04609794
1.89200000	nan	nan	-3.00547780
1.89600000	nan	nan	-2.96582273
1.90000000	nan	nan	-2.92709751
1.90400000	nan	nan	-2.88926863
1.90800000	nan	nan	-2.85230414
1.91200000	nan	nan	-2.81617361
1.91600000	nan	nan	-2.78084802
1.92000000	nan	nan	-2.74629967
1.92400000	nan	nan	-2.71250211
1.92800000	nan	nan	-2.67943010
1.93200000	nan	nan	-2.64705948
1.93600000	nan	nan	-2.61536718
1.94000000	nan	nan	-2.58433112
1.94400000	nan	nan	-2.55393015
1.94800000	nan	nan	-2.52414404
1.95200000	nan	nan	-2.49495340
1.95600000	nan	nan	-2.46633964
1.96000000	nan	nan	-2.43828493
1.96400000	nan	nan	-2.41077219
1.96800000	nan	nan	-2.38378499
1.97200000	nan	nan	-2.35730759
1.97600000	nan	nan	-2.33132486
1.98000000	nan	nan	-2.30582224
1.98400000	nan	nan	-2.28078576
1.98800000	nan	nan	-2.25620197
1.99200000	nan	nan	-2.23205795
1.99600000	nan	nan	-2.20834124
2.00000000	nan	nan	-2.18503986

ПРИБЛИЖЕННЫЕ КОРНИ:
Корень: x = -0.64988895, y = -0.76002918
Проверка: x^2 + y^2 = 1.00000000
Корень: x = 0.64988895, y = 0.76002918
Проверка: x^2 + y^2 = 1.00000000

ВСЕ НАЙДЕННЫЕ КОРНИ:
Корень 1: (-0.64988895, -0.76002918)
Корень 2: (0.64988895, 0.76002918)
